Store,Country,Region,Order_Date,Item,Salesperson,List Price,Actual Price,Discount %
Madria,Spain,EMEA,28-09-2014,Microwave,Zhan Whitfield,80,66,17.50%
Bucharest,Romania,EMEA,23-09-2014,Dishwasher,Richard Rowe,500,475,5.00%
Lima,Peru,LATAM,17-06-2016,Dishwasher,Michael Wood,500,485,3.00%
Tijuana,Mexico,LATAM,04-09-2015,Air conditioner,Rosemary Hatcher,700,581,17.00%
Riyadh,Saudi Arabia,EMEA,15-08-2018,Microwave,Lloyd Barr,80,74,7.50%
Buenos Aires,Argentina,LATAM,12-01-2018,Oven,Nicola Nathan,500,490,2.00%
Bangalore,India,APAC,10-09-2016,Vacuum Cleaner,Delia Muhammad,250,240,4.00%
Lima,Peru,LATAM,15-10-2017,Washing Machine,Lloyd Norton,800,744,7.00%
Tijuana,Mexico,LATAM,13-01-2018,Oven,Richard Foy,500,490,2.00%
Madria,Spain,EMEA,07-10-2017,Oven,Howard Jones,500,495,1.00%
Kansas City,USA,NA,26-01-2018,Oven,Douglas Davies,500,500,0.00%
Warsaw,Poland,EMEA,14-11-2017,Ceiling fan,Anthony Connolly,150,138,8.00%
Lima,Peru,LATAM,23-02-2016,Oven,Peter Jago,500,490,2.00%
Ho Chi Minh City,Vietnam,APAC,10-04-2017,Air conditioner,Rosemary Aziz,700,658,6.00%
Bucharest,Romania,EMEA,27-03-2016,Refrigerator,Kevin Ross,1000,800,20.00%
Shanghai,China,APAC,26-02-2017,Dishwasher,Paul Power,500,485,3.00%
Athens,Greece,EMEA,02-01-2016,Dishwasher,David Walker,500,445,11.00%
Osaka,Japan,APAC,08-01-2015,Coffee grinder,Selwyn Kitching,70,59,15.71%
New York,USA,NA,07-04-2014,Ceiling fan,Matthew Crowe,150,122,18.67%
Amsterdam,Netherlands,EMEA,21-04-2016,Air conditioner,Allyson Parker,700,658,6.00%
Moscow,Russia,EMEA,19-03-2015,Dishwasher,Darren Brooks,500,480,4.00%
Berlin,Germany,EMEA,29-10-2015,Iron,Paul Mannion,30,27,10.00%
Dubai,UAE,EMEA,12-08-2017,Washing Machine,Marie Whitfield,800,592,26.00%
Sao Paolo,Brazil,LATAM,09-02-2017,Washing Machine,Richard Kay,800,680,15.00%
Santiago,Chile,LATAM,12-01-2016,Air conditioner,Richard James,700,693,1.00%
Guangzhou,China,APAC,13-10-2017,Ceiling fan,Donald Higgs,150,141,6.00%
Bogota,Columbia,LATAM,16-08-2017,Dishwasher,Paul Puri,500,470,6.00%
San Fransisco,USA,NA,08-07-2018,Oven,Gillan Clark,500,495,1.00%
San Fransisco,USA,NA,05-07-2016,Vacuum Cleaner,James Stephen,250,248,0.80%
Tel Aviv,Israel,EMEA,30-11-2017,Microwave,Jacob Percival,80,76,5.00%
Tokyo,Japan,APAC,09-05-2015,Blender,Ken Mishra,50,33,34.00%
Lima,Peru,LATAM,14-07-2018,Dishwasher,Michael Wood,500,475,5.00%
Seoul,South Korea,APAC,05-06-2018,Air conditioner,Martin Birch,700,686,2.00%
London,UK,EMEA,12-03-2014,Refrigerator,Claire Brooks,1000,780,22.00%
Vancouver,Canada,NA,31-05-2014,Refrigerator,Elaine Ricketts,1000,510,49.00%
Kansas City,USA,NA,24-12-2016,Blender,David Rodrigues,50,49,2.00%
Guangzhou,China,APAC,19-10-2017,Washing Machine,Wolfgang Carvalho,800,512,36.00%
Bogota,Columbia,LATAM,02-08-2015,Washing Machine,Alison Lazar,800,656,18.00%
Bogota,Columbia,LATAM,29-04-2015,Microwave,Philip Mishra,80,72,10.00%
Bangalore,India,APAC,28-08-2014,Oven,Delia Muhammad,500,500,0.00%
Bangalore,India,APAC,11-07-2014,Washing Machine,Paresh Mathews,800,472,41.00%
Delhi,India,APAC,28-01-2018,Microwave,Geoffrey Patel,80,80,0.00%
Dublin,Ireland,EMEA,17-03-2015,Coffee grinder,John Curtis,70,64,8.57%
San Fransisco,USA,NA,10-05-2014,Ceiling fan,Kevin Ahmed,150,114,24.00%
Istanbul,Turkey,EMEA,06-02-2017,Microwave,Julie Pope,80,73,8.75%
Berlin,Germany,EMEA,25-01-2017,Blender,James Whitehead,50,47,6.00%
Mexico City,Mexico,LATAM,09-11-2018,Refrigerator,James Anthony,1000,960,4.00%
New York,USA,NA,29-09-2016,Refrigerator,Sarah Houghton,1000,990,1.00%
Bogota,Columbia,LATAM,20-10-2018,Washing Machine,Antony Westlake,800,720,10.00%
San Fransisco,USA,NA,09-08-2015,Washing Machine,Richard Dewar,800,600,25.00%
Paris,France,EMEA,01-03-2016,Dishwasher,Ryan Goad,500,435,13.00%
Bogota,Columbia,LATAM,26-02-2014,Iron,Russell Thorley,30,25,16.67%
Shanghai,China,APAC,16-01-2014,Toaster,Glenys Raymond,50,46,8.00%
London,UK,EMEA,10-09-2014,Toaster,James Neville,50,48,4.00%
Rome,Italy,EMEA,26-08-2016,Ceiling fan,Golam Reid,150,134,10.67%
Mexico City,Mexico,LATAM,29-03-2014,Microwave,Mark Evans,80,75,6.25%
Seoul,South Korea,APAC,23-04-2016,Air conditioner,Roger Scott,700,693,1.00%
Jerusalem,Israel,EMEA,21-11-2014,Ceiling fan,David Hubble,150,119,20.67%
Riyadh,Saudi Arabia,EMEA,28-10-2015,Microwave,Gillian Crawley,80,48,40.00%
Toronto,Canada,NA,16-09-2014,Blender,David Shiner,50,45,10.00%
San Fransisco,USA,NA,28-06-2014,Vacuum Cleaner,Gary Acheampong,250,250,0.00%
Berlin,Germany,EMEA,27-07-2014,Dishwasher,John Gunter,500,380,24.00%
Shenzhen,China,APAC,06-07-2017,Oven,Keith Drage,500,495,1.00%
Jerusalem,Israel,EMEA,28-01-2014,Air conditioner,Susan Carley,700,623,11.00%
Capetown,South Africa,EMEA,17-04-2016,Blender,Margaret Philp,50,44,12.00%
Athens,Greece,EMEA,20-09-2017,Iron,Mark Lawton,30,30,0.00%
Bucharest,Romania,EMEA,13-07-2014,Toaster,Richard Rowe,50,49,2.00%
Los Angeles,USA,NA,19-06-2016,Microwave,Paul Hirst,80,72,10.00%
Shenzhen,China,APAC,05-06-2015,Toaster,Caroline Gee,50,45,10.00%
Seattle,USA,NA,30-08-2016,Ceiling fan,Kate Nash,150,149,0.67%
Amsterdam,Netherlands,EMEA,19-11-2016,Coffee grinder,Allyson Rush,70,61,12.86%
Tel Aviv,Israel,EMEA,28-08-2016,Oven,Jacob Percival,500,500,0.00%
Prague,Czech Republic,EMEA,16-12-2014,Air conditioner,Maureen Haymes,700,672,4.00%
Santiago,Chile,LATAM,01-04-2018,Washing Machine,Julia Hammond,800,640,20.00%
Madria,Spain,EMEA,30-07-2017,Refrigerator,Roy Lloyd,1000,630,37.00%
Berlin,Germany,EMEA,01-05-2017,Toaster,James Whitehead,50,46,8.00%
Houston,USA,NA,12-01-2015,Toaster,Glenys Muhammad,50,33,34.00%
Prague,Czech Republic,EMEA,19-12-2016,Washing Machine,Stephen Nolan,800,568,29.00%
Osaka,Japan,APAC,18-03-2015,Dishwasher,Stephen Brown,500,490,2.00%
Paris,France,EMEA,06-06-2017,Vacuum Cleaner,Philip Tubbs,250,238,4.80%
Capetown,South Africa,EMEA,15-09-2016,Iron,Lucy Downs,30,26,13.33%
Mexico City,Mexico,LATAM,23-12-2016,Iron,John Ali,30,30,0.00%
Cairo,Egypt,EMEA,30-11-2017,Refrigerator,David Amos,1000,860,14.00%
Kuala Lumpur,Malaysia,APAC,23-07-2014,Refrigerator,Steven Roberts,1000,800,20.00%
San Fransisco,USA,NA,13-06-2015,Microwave,Patricia Sewell,80,79,1.25%
Amsterdam,Netherlands,EMEA,16-08-2017,Toaster,Danny Grant,50,49,2.00%
Bangalore,India,APAC,22-05-2015,Iron,Paresh Mathews,30,28,6.67%
Warsaw,Poland,EMEA,11-10-2015,Air conditioner,Hin Bragg,700,623,11.00%
Buenos Aires,Argentina,LATAM,09-01-2016,Dishwasher,Nicola Nathan,500,435,13.00%
Kuala Lumpur,Malaysia,APAC,12-12-2014,Air conditioner,Anthony Green,700,693,1.00%
Kansas City,USA,NA,04-05-2017,Ceiling fan,Nicola Wright,150,150,0.00%
Chicago,USA,NA,09-06-2015,Washing Machine,Jeremy Bannister,800,696,13.00%
Dublin,Ireland,EMEA,26-04-2014,Iron,Emma Gibbons,30,26,13.33%
Lima,Peru,LATAM,29-06-2016,Air conditioner,Michael Wood,700,623,11.00%
Madria,Spain,EMEA,18-04-2016,Microwave,Howard Jones,80,74,7.50%
Riyadh,Saudi Arabia,EMEA,15-11-2014,Iron,Gillian Crawley,30,21,30.00%
Kansas City,USA,NA,25-07-2016,Microwave,Xun Simms,80,68,15.00%
Osaka,Japan,APAC,22-01-2014,Blender,Colin Patel,50,48,4.00%
Shenzhen,China,APAC,01-07-2017,Iron,Fatima James,30,29,3.33%
Capetown,South Africa,EMEA,21-03-2016,Iron,Margaret Philp,30,29,3.33%
Bangalore,India,APAC,10-03-2016,Refrigerator,Delia Muhammad,1000,510,49.00%
Bangkok,Thailand,APAC,17-12-2016,Iron,Carol Cormack,30,29,3.33%
Tel Aviv,Israel,EMEA,02-08-2014,Refrigerator,Richard McGrath,1000,840,16.00%
Istanbul,Turkey,EMEA,22-01-2016,Vacuum Cleaner,David Philp,250,225,10.00%
Buenos Aires,Argentina,LATAM,24-09-2016,Iron,Ian Grant,30,26,13.33%
Amsterdam,Netherlands,EMEA,28-11-2015,Air conditioner,Allyson Parker,700,539,23.00%
Istanbul,Turkey,EMEA,24-03-2016,Blender,Anthony Rothery,50,49,2.00%
Birmingham,UK,EMEA,13-08-2018,Microwave,John Whitehead,80,70,12.50%
Chicago,USA,NA,17-06-2014,Toaster,Heather McGill,50,48,4.00%
Houston,USA,NA,10-07-2017,Washing Machine,Peter Carley,800,544,32.00%
Jerusalem,Israel,EMEA,30-07-2018,Toaster,Harold Charters,50,44,12.00%
Delhi,India,APAC,20-07-2016,Washing Machine,Geoffrey Patel,800,648,19.00%
Vancouver,Canada,NA,05-08-2017,Coffee grinder,Margaret McGregor,70,67,4.29%
Tijuana,Mexico,LATAM,11-05-2015,Blender,Paul Salmon,50,38,24.00%
Jerusalem,Israel,EMEA,25-01-2018,Refrigerator,Harold Charters,1000,690,31.00%
Tijuana,Mexico,LATAM,21-11-2018,Iron,Stephen Carlin,30,27,10.00%
Amsterdam,Netherlands,EMEA,05-12-2014,Blender,Christopher Hurren,50,38,24.00%
Warsaw,Poland,EMEA,27-06-2014,Dishwasher,Anthony Connolly,500,415,17.00%
Dublin,Ireland,EMEA,04-02-2014,Toaster,Penelope Norton,50,43,14.00%
Guangzhou,China,APAC,17-03-2018,Dishwasher,Donald Higgs,500,435,13.00%
London,UK,EMEA,14-05-2015,Ceiling fan,Ian Borowski,150,149,0.67%
Delhi,India,APAC,04-06-2014,Air conditioner,Roy Johnson,700,644,8.00%
Dubai,UAE,EMEA,29-07-2016,Coffee grinder,David Romero,70,67,4.29%
Vancouver,Canada,NA,24-09-2014,Vacuum Cleaner,Frank Cowden,250,198,20.80%
Riyadh,Saudi Arabia,EMEA,13-12-2014,Iron,Heather Murray,30,30,0.00%
Rochester,USA,NA,08-01-2014,Dishwasher,John Gibb,500,360,28.00%
Dublin,Ireland,EMEA,06-07-2018,Blender,James Carley,50,44,12.00%
Osaka,Japan,APAC,15-06-2018,Washing Machine,Kyle Walter,800,744,7.00%
Warsaw,Poland,EMEA,09-07-2017,Refrigerator,David Grey,1000,810,19.00%
Vancouver,Canada,NA,13-04-2017,Iron,Christopher Kille,30,28,6.67%
Athens,Greece,EMEA,08-07-2015,Microwave,Mark Lawton,80,70,12.50%
Seattle,USA,NA,22-03-2014,Oven,Susan Toye,500,495,1.00%
Kuala Lumpur,Malaysia,APAC,11-02-2014,Microwave,Ian Baker,80,73,8.75%
Los Angeles,USA,NA,13-02-2018,Air conditioner,Alexandra Mukherjee,700,602,14.00%
Warsaw,Poland,EMEA,21-05-2018,Vacuum Cleaner,Valerie Brown,250,50,80.00%
Chicago,USA,NA,26-10-2017,Air conditioner,Derek Anderson,700,700,0.00%
Santiago,Chile,LATAM,25-04-2015,Microwave,Jason Edmund,80,58,27.50%
Jerusalem,Israel,EMEA,07-02-2014,Iron,Neil Tubbs,30,22,26.67%
Berlin,Germany,EMEA,19-12-2017,Oven,David Townsend,500,495,1.00%
London,UK,EMEA,05-08-2015,Toaster,Philip Dewar,50,49,2.00%
Tokyo,Japan,APAC,11-01-2017,Vacuum Cleaner,Tony Milner,250,230,8.00%
Berlin,Germany,EMEA,05-07-2017,Microwave,Jacqueline Clamp,80,73,8.75%
Shanghai,China,APAC,11-01-2017,Dishwasher,Wolf Christian,500,475,5.00%
New York,USA,NA,01-02-2018,Toaster,Robert Salisbury,50,50,0.00%
San Fransisco,USA,NA,07-05-2017,Vacuum Cleaner,Richard Dewar,250,238,4.80%
Tijuana,Mexico,LATAM,22-05-2014,Microwave,Stephen Carlin,80,77,3.75%
Jerusalem,Israel,EMEA,29-01-2015,Toaster,Barbara Scott,50,38,24.00%
Rome,Italy,EMEA,06-03-2015,Refrigerator,Golam Reid,1000,650,35.00%
Jerusalem,Israel,EMEA,07-04-2016,Microwave,Emma Westbrook,80,79,1.25%
Dubai,UAE,EMEA,03-02-2014,Toaster,Tom Clark,50,46,8.00%
Amsterdam,Netherlands,EMEA,08-09-2017,Air conditioner,Ian Christian,700,644,8.00%
Istanbul,Turkey,EMEA,10-06-2015,Air conditioner,Cordia Alston,700,686,2.00%
Vienna,Austria,EMEA,19-12-2017,Microwave,Raymond Denning,80,78,2.50%
Shenzhen,China,APAC,17-02-2015,Microwave,Phillip Humphreys,80,78,2.50%
Istanbul,Turkey,EMEA,27-05-2015,Washing Machine,David Philp,800,480,40.00%
Athens,Greece,EMEA,07-10-2016,Coffee grinder,Richard Perrott,70,64,8.57%
Shanghai,China,APAC,02-09-2017,Microwave,Glenys Raymond,80,77,3.75%
